customer_id,age,gender,annual_income,occupation,education,marital_status,city_tier,existing_investment_amount,number_of_dependents,risk_appetite,credit_score,customer_tenure_months,app_usage_minutes_per_week,marketing_calls_received,email_open_rate,past_sip_holder,invested
QMF00238,54,Male,203000,Salaried,High School,Married,Tier-1,90000,1,High,718,24,75,4,0.312,1,1
QMF00239,61,Female,180000,Salaried,Graduate,Single,Tier-1,64000,2,Medium,719,35,37,3,0.742,1,1
QMF00240,60,Male,369000,Business,High School,Married,Tier-1,28000,0,Low,780,70,121,2,0.654,1,1
QMF00241,39,Male,414000,Salaried,Post-Graduate,Married,Tier-1,146000,3,High,665,40,47,3,0.44,0,1
QMF00242,61,Female,213000,Salaried,High School,Married,Tier-2,321000,1,Low,732,54,34,3,0.256,0,0
QMF00243,22,Male,540000,Self-Employed,Post-Graduate,Single,Tier-3,479000,0,High,637,44,89,4,0.428,0,0
QMF00244,32,Male,281000,Business,Graduate,Married,Tier-1,32000,1,Medium,595,62,0,3,0.232,1,0
QMF00245,49,Male,180000,Salaried,High School,Married,Tier-2,190000,1,Medium,823,68,59,0,0.46,0,0
QMF00246,46,Male,723000,Business,Graduate,Married,Tier-1,164000,1,Medium,709,33,42,5,0.483,1,1
QMF00247,44,Male,680000,Salaried,High School,Married,Tier-2,63000,2,Low,731,56,88,2,0.401,0,1
QMF00248,52,Male,180000,Self-Employed,Post-Graduate,Married,Tier-3,3000,1,Low,593,36,63,2,0.175,0,0
QMF00249,51,Female,266000,Salaried,Graduate,Married,Tier-2,176000,0,High,720,54,49,3,0.738,0,1
QMF00250,63,Male,260000,Self-Employed,Post-Graduate,Married,Tier-3,436000,0,High,822,19,64,2,0.242,0,1
QMF00251,56,Male,892000,Salaried,High School,Single,Tier-1,150000,2,Low,657,43,13,2,0.46,1,0
QMF00252,28,Female,343000,Business,Graduate,Single,Tier-1,86000,2,High,579,12,74,2,0.383,0,0
QMF00253,37,Male,180000,Business,Post-Graduate,Married,Tier-3,112000,1,High,694,11,4,1,0.054,0,0
QMF00254,47,Female,588000,Self-Employed,Post-Graduate,Single,Tier-1,33000,3,Medium,597,70,55,3,0.621,0,0
QMF00255,23,Female,184000,Business,Post-Graduate,Married,Tier-1,208000,1,Low,555,12,46,4,0.524,0,0
QMF00256,22,Male,314000,Business,Graduate,Married,Tier-2,206000,2,High,621,41,0,1,0.555,0,1
QMF00257,33,Female,237000,Salaried,Graduate,Married,Tier-3,24000,1,Medium,640,25,47,2,0.506,0,1
QMF00258,26,Male,266000,Salaried,Graduate,Married,Tier-3,316000,0,High,601,3,53,3,0.264,0,0
QMF00259,58,Male,607000,Retired,Post-Graduate,Married,Tier-1,47000,4,High,786,3,25,2,0.274,0,0
QMF00260,53,Male,836000,Salaried,Graduate,Married,Tier-3,605000,1,High,831,28,14,4,0.109,0,1
QMF00261,30,Male,180000,Business,High School,Married,Tier-1,72000,2,Medium,729,23,59,0,0.432,0,0
QMF00262,62,Female,511000,Retired,Graduate,Single,Tier-1,29000,1,Low,710,48,55,4,0.324,0,0
QMF00263,56,Male,242000,Salaried,Post-Graduate,Married,Tier-2,65000,2,Low,668,67,51,2,0.173,1,0
QMF00264,40,Male,246000,Self-Employed,Graduate,Married,Tier-1,87000,3,Low,608,42,45,7,0.137,1,0
QMF00265,37,Male,474000,Salaried,Graduate,Married,Tier-1,11000,0,Low,808,40,28,4,0.285,1,1
QMF00266,24,Female,206000,Self-Employed,Graduate,Married,Tier-2,129000,3,Medium,674,6,113,2,0.714,1,0
QMF00267,41,Male,469000,Salaried,Graduate,Married,Tier-1,137000,2,Medium,642,20,36,2,0.04,0,0
QMF00268,45,Female,541000,Salaried,Post-Graduate,Married,Tier-1,201000,2,High,761,11,19,6,0.107,0,0
QMF00269,54,Male,286000,Self-Employed,High School,Single,Tier-1,4000,1,Low,674,27,46,2,0.559,0,1
QMF00270,45,Female,752000,Business,Post-Graduate,Married,Tier-2,117000,3,Medium,758,21,39,8,0.403,0,1
QMF00271,32,Female,180000,Business,High School,Married,Tier-2,8000,0,Low,647,13,35,3,0.661,0,0
QMF00272,29,Female,759000,Salaried,High School,Single,Tier-2,181000,1,Low,761,35,101,2,0.408,1,1
QMF00273,57,Female,180000,Salaried,Post-Graduate,Married,Tier-2,9000,3,Low,758,47,11,2,0.559,0,0
QMF00274,59,Male,1599000,Self-Employed,Post-Graduate,Married,Tier-2,364000,2,Medium,785,28,46,4,0.677,0,0
QMF00275,61,Male,290000,Salaried,Post-Graduate,Single,Tier-3,182000,0,Low,623,21,13,4,0.406,0,0
QMF00276,41,Male,191000,Retired,Graduate,Married,Tier-1,106000,1,Medium,673,18,28,6,0.219,0,0
QMF00277,56,Male,319000,Business,Post-Graduate,Married,Tier-1,87000,1,Low,835,31,97,4,0.18,0,0
QMF00278,46,Male,204000,Self-Employed,Graduate,Married,Tier-3,21000,1,High,660,60,53,4,0.187,1,1
QMF00279,56,Female,448000,Retired,Post-Graduate,Married,Tier-1,52000,1,High,744,37,53,5,0.243,0,0
QMF00280,46,Male,769000,Salaried,Post-Graduate,Married,Tier-3,305000,2,High,863,21,16,3,0.295,1,0
QMF00281,50,Male,210000,Business,Graduate,Married,Tier-2,352000,0,High,532,14,32,2,0.079,1,1
QMF00282,39,Female,498000,Salaried,Graduate,Married,Tier-2,0,2,High,657,60,99,3,0.021,0,1
QMF00283,39,Male,180000,Retired,High School,Married,Tier-1,135000,3,High,680,23,59,2,0.67,0,0
QMF00284,23,Female,639000,Salaried,Post-Graduate,Single,Tier-1,191000,1,Medium,536,29,34,2,0.271,1,0
QMF00285,56,Female,455000,Self-Employed,Graduate,Married,Tier-1,145000,1,Low,643,47,58,8,0.247,0,0
QMF00286,37,Female,655000,Business,Post-Graduate,Married,Tier-2,13000,1,Low,602,30,53,2,0.795,0,1
QMF00287,62,Female,339000,Salaried,Post-Graduate,Married,Tier-2,37000,1,Low,748,38,19,4,0.514,1,1
QMF00288,57,Female,285000,Salaried,Post-Graduate,Single,Tier-3,43000,2,Medium,541,27,33,8,0.706,0,0
QMF00289,54,Female,567000,Business,High School,Married,Tier-1,267000,1,Medium,831,15,112,5,0.28,0,0
QMF00290,25,Female,180000,Salaried,Post-Graduate,Single,Tier-1,93000,2,High,735,59,56,7,0.179,0,0
QMF00291,54,Male,180000,Salaried,Graduate,Married,Tier-1,100000,1,High,595,3,0,3,0.34,0,1
QMF00292,35,Male,361000,Salaried,Post-Graduate,Married,Tier-2,410000,1,Medium,762,10,60,1,0.468,0,0
QMF00293,42,Male,292000,Salaried,High School,Married,Tier-3,152000,0,Medium,727,17,84,2,0.061,0,0
QMF00294,41,Male,491000,Business,Graduate,Married,Tier-1,343000,0,High,676,11,17,2,0.484,0,1
QMF00295,29,Female,660000,Self-Employed,Graduate,Married,Tier-2,91000,0,Low,622,48,31,2,0.369,0,1
QMF00296,28,Female,486000,Salaried,Graduate,Married,Tier-1,24000,1,Medium,723,5,88,6,0.695,1,1
QMF00297,24,Female,632000,Salaried,Post-Graduate,Married,Tier-2,399000,3,Low,689,69,46,2,0.63,1,1
QMF00298,38,Male,432000,Salaried,Post-Graduate,Married,Tier-3,92000,2,Medium,624,64,40,5,0.626,0,0
QMF00299,54,Female,475000,Salaried,Post-Graduate,Single,Tier-1,30000,1,Low,572,14,4,2,0.322,0,1
QMF00300,33,Female,340000,Salaried,High School,Single,Tier-1,54000,0,High,611,50,77,4,0.078,0,0
QMF00301,43,Female,468000,Salaried,Post-Graduate,Married,Tier-3,8000,0,Medium,639,26,39,5,0.42,0,1
QMF00302,43,Female,397000,Salaried,Graduate,Married,Tier-3,95000,1,Low,772,72,0,1,0.092,1,1
QMF00303,51,Female,433000,Business,Graduate,Married,Tier-2,288000,1,Low,748,69,0,4,0.046,0,0
QMF00304,59,Male,330000,Salaried,Graduate,Single,Tier-2,407000,1,Medium,643,7,28,1,0.141,0,0
QMF00305,59,Female,565000,Self-Employed,Graduate,Married,Tier-1,405000,0,High,647,16,12,5,0.687,0,0
QMF00306,29,Male,245000,Self-Employed,Post-Graduate,Single,Tier-2,20000,0,Medium,759,55,17,6,0.287,1,1
QMF00307,48,Male,359000,Self-Employed,High School,Married,Tier-3,72000,0,Medium,701,56,115,4,0.382,1,1
QMF00308,48,Female,745000,Self-Employed,Graduate,Married,Tier-2,4000,0,Low,700,4,66,3,0.095,0,0
QMF00309,55,Male,215000,Salaried,Post-Graduate,Married,Tier-1,290000,2,Medium,623,48,0,1,0.598,0,1
QMF00310,42,Female,180000,Business,Post-Graduate,Single,Tier-1,67000,0,Medium,670,17,35,1,0.694,0,0
QMF00311,51,Male,443000,Self-Employed,Graduate,Married,Tier-1,150000,1,Medium,680,36,42,1,0.722,0,1
QMF00312,54,Female,314000,Salaried,Graduate,Married,Tier-1,188000,2,Low,672,70,0,3,0.205,0,0
QMF00313,49,Male,632000,Business,Graduate,Single,Tier-1,84000,3,Medium,738,38,61,2,0.246,1,0
QMF00314,54,Female,337000,Self-Employed,Graduate,Married,Tier-1,55000,3,Medium,741,62,0,0,0.601,0,0
QMF00315,26,Female,260000,Salaried,High School,Single,Tier-1,491000,2,High,606,48,77,1,0.536,1,1
QMF00316,40,Male,347000,Salaried,Graduate,Married,Tier-1,501000,0,High,639,10,88,6,0.432,1,1
QMF00317,25,Male,661000,Salaried,Graduate,Single,Tier-2,51000,2,Medium,625,36,115,4,0.815,0,0
QMF00318,56,Female,497000,Business,Post-Graduate,Married,Tier-1,98000,2,Medium,791,29,0,2,0.611,0,1
QMF00319,38,Male,180000,Self-Employed,High School,Married,Tier-1,541000,0,Low,860,4,3,4,0.673,1,1
QMF00320,65,Male,401000,Retired,Graduate,Single,Tier-1,1000,1,High,642,44,65,5,0.559,0,1
QMF00321,49,Male,412000,Self-Employed,Graduate,Married,Tier-1,80000,3,Medium,666,56,80,0,0.585,0,1
QMF00322,51,Male,359000,Salaried,Graduate,Married,Tier-2,16000,1,Low,747,42,69,0,0.039,0,0
QMF00323,50,Female,259000,Salaried,Graduate,Married,Tier-1,107000,0,Medium,623,13,77,4,0.31,0,1
QMF00324,27,Female,699000,Self-Employed,Graduate,Married,Tier-2,4000,0,High,749,46,86,3,0.443,0,0
QMF00325,56,Male,718000,Self-Employed,Post-Graduate,Married,Tier-3,78000,1,Low,678,33,51,4,0.32,0,0
QMF00326,62,Male,180000,Retired,Graduate,Married,Tier-2,37000,0,Medium,540,21,38,1,0.155,0,0
QMF00327,58,Female,234000,Salaried,Graduate,Married,Tier-2,114000,2,Medium,575,57,3,3,0.264,0,1
QMF00328,45,Male,335000,Salaried,Post-Graduate,Married,Tier-3,828000,2,Low,652,69,36,4,0.239,0,1
QMF00329,50,Male,610000,Self-Employed,Graduate,Married,Tier-2,242000,0,Low,777,70,40,2,0.259,0,1
QMF00330,52,Female,369000,Self-Employed,Graduate,Married,Tier-1,280000,3,High,608,67,16,5,0.462,0,0
QMF00331,56,Female,249000,Self-Employed,Graduate,Single,Tier-1,151000,1,High,637,48,43,2,0.353,0,1
QMF00332,54,Female,535000,Business,High School,Single,Tier-3,6000,0,Low,696,33,13,4,0.294,0,1
QMF00333,42,Female,322000,Salaried,Graduate,Single,Tier-1,35000,2,High,546,36,78,2,0.36,1,1
QMF00334,53,Male,340000,Self-Employed,High School,Married,Tier-1,389000,2,Medium,703,33,57,3,0.829,1,1
QMF00335,44,Female,357000,Self-Employed,Post-Graduate,Married,Tier-2,68000,2,Medium,556,31,31,3,0.229,1,0
QMF00336,54,Male,497000,Business,Graduate,Married,Tier-3,16000,3,Medium,725,21,50,0,0.428,1,1
QMF00337,24,Male,306000,Business,High School,Married,Tier-1,182000,2,High,615,27,11,5,0.164,0,0
QMF00338,39,Male,529000,Salaried,Graduate,Married,Tier-2,53000,3,Medium,604,72,14,5,0.809,0,0
QMF00339,46,Male,348000,Salaried,Graduate,Married,Tier-1,47000,1,Low,701,62,25,2,0.114,0,0
QMF00340,63,Female,201000,Retired,Post-Graduate,Married,Tier-2,931000,2,High,743,26,39,2,0.158,1,1
QMF00341,52,Male,355000,Salaried,Post-Graduate,Single,Tier-1,293000,4,Medium,710,66,49,1,0.574,1,1
QMF00342,24,Male,207000,Retired,Post-Graduate,Married,Tier-1,79000,2,Low,696,12,49,0,0.513,0,0
QMF00343,61,Male,370000,Salaried,Graduate,Married,Tier-3,589000,0,Medium,697,22,5,5,0.707,0,1
QMF00344,45,Male,572000,Self-Employed,Graduate,Married,Tier-2,158000,1,Medium,710,17,42,2,0.456,0,1
QMF00345,53,Female,201000,Business,Post-Graduate,Married,Tier-2,203000,2,High,715,7,20,5,0.222,0,1
QMF00346,43,Male,443000,Retired,Graduate,Single,Tier-1,5000,0,Medium,648,68,0,3,0.366,0,0
QMF00347,44,Female,230000,Salaried,Graduate,Married,Tier-1,19000,4,Low,732,37,137,1,0.193,1,0
QMF00348,23,Male,405000,Self-Employed,Graduate,Married,Tier-2,150000,0,Medium,616,38,21,1,0.153,0,0
QMF00349,48,Male,581000,Salaried,Graduate,Married,Tier-1,344000,0,Medium,767,11,22,4,0.512,1,0
QMF00350,63,Female,180000,Salaried,High School,Married,Tier-1,147000,3,Low,742,1,4,5,0.317,0,0
QMF00351,23,Male,196000,Self-Employed,Graduate,Married,Tier-1,22000,1,Medium,854,25,13,1,0.504,0,1
QMF00352,47,Female,296000,Self-Employed,High School,Single,Tier-2,18000,0,High,721,42,39,0,0.332,1,0
QMF00353,38,Male,431000,Retired,Graduate,Single,Tier-3,279000,2,Low,752,52,85,1,0.28,0,0
QMF00354,61,Male,331000,Salaried,Post-Graduate,Single,Tier-3,23000,2,Medium,555,24,39,7,0.698,0,0
QMF00355,54,Female,353000,Salaried,Graduate,Married,Tier-2,110000,0,Low,755,53,35,4,0.732,1,0
QMF00356,30,Male,1114000,Salaried,Graduate,Single,Tier-1,6000,4,Low,774,56,81,5,0.186,1,1
QMF00357,64,Male,186000,Salaried,Graduate,Married,Tier-1,13000,1,Medium,800,63,29,2,0.412,0,1
QMF00358,60,Female,676000,Salaried,Graduate,Married,Tier-3,167000,2,Low,689,8,45,4,0.346,0,1
QMF00359,50,Male,299000,Business,Post-Graduate,Single,Tier-1,175000,1,High,652,59,17,4,0.409,0,1
QMF00360,63,Female,490000,Salaried,High School,Married,Tier-3,63000,2,Low,592,45,95,0,0.522,1,1
QMF00361,47,Male,1168000,Retired,Post-Graduate,Married,Tier-1,36000,1,Medium,600,27,76,3,0.448,1,0
QMF00362,56,Female,529000,Retired,Graduate,Single,Tier-3,252000,1,Low,677,52,40,3,0.544,0,0
QMF00363,46,Female,445000,Self-Employed,Graduate,Married,Tier-3,37000,1,High,539,18,33,5,0.423,0,1
QMF00364,45,Female,873000,Retired,Graduate,Married,Tier-3,117000,3,Medium,618,16,44,3,0.465,1,1
QMF00365,34,Female,672000,Business,Post-Graduate,Married,Tier-1,517000,0,Medium,687,66,40,5,0.397,0,0
QMF00366,28,Male,233000,Salaried,Post-Graduate,Single,Tier-1,24000,2,Low,685,5,0,4,0.378,0,0
QMF00367,57,Female,426000,Salaried,High School,Single,Tier-1,424000,3,Medium,602,3,77,0,0.312,0,0
QMF00368,41,Male,180000,Salaried,Graduate,Single,Tier-1,30000,0,Low,581,70,38,2,0.594,0,0
QMF00369,22,Male,269000,Self-Employed,Post-Graduate,Married,Tier-1,126000,0,High,593,7,101,1,0.803,0,1
QMF00370,29,Male,431000,Business,Graduate,Married,Tier-2,71000,1,Medium,662,50,57,3,0.144,0,1
QMF00371,37,Male,260000,Salaried,Post-Graduate,Married,Tier-1,503000,2,Medium,850,14,0,5,0.157,0,0
QMF00372,35,Male,421000,Business,Post-Graduate,Married,Tier-2,48000,0,Medium,764,38,6,6,0.634,1,1
QMF00373,33,Female,360000,Self-Employed,Post-Graduate,Married,Tier-2,77000,1,Medium,697,47,0,2,0.569,0,0
QMF00374,44,Female,487000,Salaried,Post-Graduate,Married,Tier-1,610000,2,Medium,724,33,6,2,0.523,0,1
QMF00375,36,Female,287000,Retired,Graduate,Married,Tier-3,115000,2,Medium,761,43,0,6,0.251,1,1
QMF00376,49,Male,216000,Salaried,Post-Graduate,Single,Tier-1,105000,1,Medium,734,29,52,9,0.755,1,0
QMF00377,55,Female,817000,Salaried,Graduate,Married,Tier-1,45000,1,Medium,655,57,35,3,0.151,0,0
QMF00378,23,Male,276000,Self-Employed,Post-Graduate,Married,Tier-2,181000,2,Medium,612,5,67,0,0.618,0,0
QMF00379,53,Male,521000,Salaried,Graduate,Married,Tier-3,2000,4,Low,669,60,43,3,0.335,0,0
QMF00380,44,Male,798000,Self-Employed,Post-Graduate,Single,Tier-1,8000,3,High,760,70,37,1,0.311,0,1
QMF00381,43,Male,396000,Salaried,High School,Single,Tier-1,137000,2,Medium,658,2,105,3,0.681,0,0
QMF00382,46,Female,226000,Salaried,High School,Single,Tier-2,63000,1,Medium,591,70,51,3,0.823,0,1
QMF00383,43,Female,328000,Retired,Post-Graduate,Single,Tier-1,460000,1,High,542,43,42,2,0.285,0,1
QMF00384,43,Male,634000,Salaried,Post-Graduate,Married,Tier-2,350000,0,Low,670,4,19,0,0.096,1,0
QMF00385,63,Male,406000,Salaried,Post-Graduate,Married,Tier-3,188000,0,High,597,56,9,4,0.585,0,1
QMF00386,27,Male,187000,Salaried,Post-Graduate,Married,Tier-3,256000,2,High,645,59,68,3,0.277,0,1
QMF00387,36,Male,503000,Retired,High School,Married,Tier-1,165000,1,High,796,9,66,2,0.519,0,1
QMF00388,64,Female,553000,Salaried,Graduate,Married,Tier-1,20000,1,High,675,3,92,1,0.295,0,0
QMF00389,58,Male,298000,Salaried,High School,Married,Tier-1,218000,4,Medium,619,48,59,3,0.158,0,0
QMF00390,54,Male,507000,Salaried,High School,Single,Tier-1,35000,0,Low,704,43,33,0,0.143,1,1
QMF00391,29,Male,414000,Salaried,Post-Graduate,Single,Tier-1,59000,0,Medium,833,1,60,4,0.228,1,1
QMF00392,65,Female,325000,Business,Graduate,Single,Tier-1,257000,0,Low,670,57,42,4,0.45,1,0
QMF00393,65,Female,180000,Business,Graduate,Single,Tier-3,115000,2,Low,491,53,70,1,0.743,0,1
QMF00394,26,Female,655000,Salaried,High School,Single,Tier-3,295000,2,Medium,732,16,85,3,0.301,0,0
QMF00395,60,Female,550000,Self-Employed,Graduate,Married,Tier-1,36000,1,Low,707,51,39,3,0.399,0,0
QMF00396,25,Male,499000,Salaried,High School,Married,Tier-1,140000,1,High,687,55,97,3,0.209,0,0
QMF00397,27,Male,847000,Retired,Graduate,Single,Tier-1,13000,2,High,662,1,80,6,0.832,1,1
QMF00398,53,Female,609000,Retired,Graduate,Single,Tier-1,155000,3,High,615,28,45,5,0.117,1,1
QMF00399,51,Female,528000,Salaried,High School,Married,Tier-2,216000,4,Medium,801,53,65,5,0.576,1,1
QMF00400,56,Female,180000,Business,Post-Graduate,Single,Tier-2,132000,3,High,532,58,54,3,0.251,1,1
QMF00401,61,Female,700000,Business,Post-Graduate,Married,Tier-3,46000,2,High,655,60,45,2,0.242,1,1
QMF00402,37,Female,379000,Salaried,Post-Graduate,Married,Tier-2,5000,0,Medium,653,59,102,5,0.432,0,1
QMF00403,34,Female,430000,Salaried,Graduate,Single,Tier-2,19000,0,Low,748,22,60,5,0.71,1,0
QMF00404,63,Female,432000,Salaried,Post-Graduate,Married,Tier-2,146000,0,High,778,8,19,6,0.579,0,1
QMF00405,51,Female,554000,Business,Graduate,Married,Tier-1,409000,2,High,661,49,14,1,0.124,1,1
QMF00406,40,Female,671000,Retired,High School,Married,Tier-2,35000,3,Medium,695,42,15,4,0.536,0,0
QMF00407,38,Female,513000,Business,High School,Single,Tier-2,199000,1,Low,702,27,59,1,0.36,0,1
QMF00408,40,Male,470000,Business,Graduate,Married,Tier-1,302000,0,Medium,764,39,34,1,0.354,1,1
QMF00409,49,Female,411000,Self-Employed,Post-Graduate,Single,Tier-1,110000,1,Low,762,25,54,4,0.515,0,0
QMF00410,47,Male,180000,Business,Post-Graduate,Married,Tier-1,166000,4,High,636,38,73,5,0.797,1,1
QMF00411,58,Female,309000,Business,Graduate,Married,Tier-3,253000,2,High,715,24,105,2,0.465,0,0
QMF00412,47,Female,216000,Salaried,High School,Single,Tier-1,45000,3,Low,710,24,35,1,0.55,0,0
QMF00413,44,Male,705000,Self-Employed,Graduate,Married,Tier-1,53000,3,Medium,670,60,2,5,0.797,0,1
QMF00414,30,Male,509000,Business,Graduate,Single,Tier-1,0,4,Low,709,50,98,5,0.401,0,0
QMF00415,33,Male,282000,Salaried,Post-Graduate,Married,Tier-2,495000,2,Medium,681,66,1,1,0.364,0,1
QMF00416,22,Male,298000,Business,Post-Graduate,Single,Tier-1,374000,2,Low,692,14,0,3,0.7,0,0
QMF00417,22,Female,292000,Salaried,Post-Graduate,Married,Tier-3,217000,0,Medium,571,53,97,7,0.747,0,1
QMF00418,55,Male,289000,Salaried,Post-Graduate,Married,Tier-3,12000,0,Medium,606,32,76,3,0.612,0,0
QMF00419,53,Male,180000,Business,Post-Graduate,Married,Tier-2,89000,1,Low,745,48,59,2,0.574,0,1
QMF00420,46,Male,180000,Salaried,Post-Graduate,Married,Tier-2,16000,0,Medium,583,39,43,2,0.526,0,1
QMF00421,61,Female,368000,Salaried,Graduate,Married,Tier-1,2000,4,Low,717,40,37,5,0.496,1,1
QMF00422,22,Female,654000,Salaried,Graduate,Married,Tier-1,144000,1,Medium,673,42,25,2,0.271,0,0
QMF00423,37,Male,269000,Business,Graduate,Married,Tier-2,486000,3,Low,762,8,36,2,0.24,0,0
QMF00424,60,Male,428000,Salaried,Graduate,Married,Tier-1,350000,1,Medium,731,26,43,3,0.541,0,1
QMF00425,26,Male,542000,Retired,Post-Graduate,Married,Tier-1,179000,1,High,643,12,3,2,0.491,0,0
QMF00426,43,Female,210000,Salaried,Graduate,Single,Tier-2,15000,4,High,662,43,20,3,0.333,0,0
QMF00427,50,Female,358000,Retired,Graduate,Married,Tier-1,48000,1,High,521,51,0,2,0.221,0,0
QMF00428,24,Male,251000,Retired,Graduate,Single,Tier-3,58000,1,High,669,63,47,2,0.515,0,0
QMF00429,33,Male,876000,Salaried,High School,Single,Tier-1,216000,0,Low,578,49,47,0,0.151,0,0
QMF00430,47,Male,855000,Salaried,High School,Single,Tier-2,243000,2,Low,662,27,98,7,0.24,0,1
QMF00431,37,Female,210000,Salaried,Post-Graduate,Married,Tier-2,73000,1,Medium,628,9,56,5,0.143,1,1
QMF00432,58,Male,448000,Self-Employed,High School,Single,Tier-2,81000,2,High,609,39,28,1,0.105,0,0
QMF00433,43,Male,652000,Salaried,Post-Graduate,Single,Tier-1,7000,2,High,775,65,38,1,0.301,0,1
QMF00434,50,Male,578000,Salaried,Post-Graduate,Single,Tier-2,51000,2,Low,577,71,59,2,0.227,0,0
QMF00435,35,Male,379000,Salaried,Graduate,Married,Tier-3,90000,2,Medium,602,71,51,3,0.897,0,1
QMF00436,49,Female,743000,Salaried,Post-Graduate,Single,Tier-2,19000,1,Low,624,7,62,2,0.714,0,1
QMF00437,26,Male,220000,Salaried,Post-Graduate,Single,Tier-1,91000,1,Medium,641,72,56,3,0.864,0,1
QMF00438,51,Female,307000,Self-Employed,Post-Graduate,Married,Tier-2,288000,3,Medium,609,67,37,4,0.104,0,0
QMF00439,26,Female,224000,Retired,Post-Graduate,Married,Tier-2,131000,1,Low,651,10,28,3,0.354,0,0
QMF00440,33,Male,557000,Salaried,Post-Graduate,Married,Tier-1,12000,1,Medium,704,71,27,9,0.371,0,1
QMF00441,37,Male,263000,Self-Employed,Post-Graduate,Single,Tier-3,32000,1,Medium,733,53,17,3,0.138,0,0
QMF00442,47,Female,330000,Salaried,High School,Married,Tier-1,97000,3,Medium,729,57,12,4,0.674,0,1
QMF00443,47,Male,509000,Business,Graduate,Single,Tier-2,67000,1,Low,527,27,100,1,0.104,0,0
QMF00444,42,Male,532000,Retired,Post-Graduate,Married,Tier-2,67000,1,High,710,54,48,4,0.435,0,0
QMF00445,60,Female,220000,Business,Graduate,Married,Tier-2,113000,2,Medium,715,4,40,1,0.323,0,0
QMF00446,57,Male,648000,Retired,Post-Graduate,Married,Tier-3,132000,2,High,627,23,30,4,0.237,1,1
QMF00447,54,Male,465000,Salaried,Post-Graduate,Married,Tier-3,239000,0,High,813,48,57,2,0.065,1,1
QMF00448,51,Male,200000,Business,Graduate,Single,Tier-1,63000,1,Low,767,42,81,5,0.43,0,0
QMF00449,58,Female,180000,Business,Post-Graduate,Single,Tier-1,246000,2,Low,665,3,66,3,0.571,1,1
QMF00450,44,Male,359000,Salaried,Graduate,Single,Tier-1,62000,4,Medium,632,3,72,4,0.229,0,0
QMF00451,31,Male,578000,Retired,Post-Graduate,Married,Tier-2,9000,2,Low,812,28,27,1,0.599,0,1
QMF00452,26,Male,586000,Salaried,Graduate,Single,Tier-3,121000,1,High,678,63,44,2,0.649,0,1
QMF00453,57,Male,441000,Self-Employed,Post-Graduate,Married,Tier-1,133000,0,Medium,686,31,27,3,0.314,0,1
QMF00454,55,Male,372000,Salaried,Graduate,Married,Tier-1,409000,3,High,685,10,48,6,0.489,0,0
QMF00455,52,Male,480000,Salaried,Post-Graduate,Married,Tier-1,194000,3,Low,864,49,83,5,0.43,0,0
QMF00456,31,Female,226000,Self-Employed,Graduate,Single,Tier-3,375000,0,Low,662,21,58,4,0.34,0,0
QMF00457,40,Male,916000,Self-Employed,High School,Single,Tier-1,358000,0,Medium,678,53,93,3,0.591,1,1
QMF00458,53,Male,910000,Salaried,High School,Single,Tier-1,139000,2,Low,613,54,36,5,0.325,0,1
QMF00459,22,Male,459000,Salaried,High School,Married,Tier-2,113000,1,Medium,648,57,20,3,0.619,1,0
QMF00460,26,Male,404000,Business,Post-Graduate,Single,Tier-3,122000,1,High,597,20,60,3,0.128,0,0
QMF00461,25,Male,289000,Salaried,Post-Graduate,Married,Tier-2,575000,0,Medium,615,49,48,5,0.171,0,0
QMF00462,37,Female,484000,Salaried,Graduate,Married,Tier-2,223000,1,Medium,535,7,54,5,0.642,0,1
QMF00463,45,Male,248000,Retired,Graduate,Married,Tier-1,17000,1,Low,750,29,50,3,0.308,0,1
QMF00464,37,Male,180000,Business,Graduate,Married,Tier-2,226000,2,Low,692,48,30,4,0.359,0,0
QMF00465,23,Male,180000,Salaried,Post-Graduate,Married,Tier-2,28000,1,High,699,13,50,2,0.497,0,1
QMF00466,49,Female,233000,Business,High School,Married,Tier-3,89000,1,High,675,3,74,2,0.084,0,0
QMF00467,53,Female,395000,Business,Graduate,Single,Tier-1,35000,1,Medium,685,2,77,1,0.304,0,0
QMF00468,48,Female,435000,Business,High School,Single,Tier-1,175000,1,High,809,16,30,3,0.458,0,1
QMF00469,41,Male,277000,Salaried,Post-Graduate,Married,Tier-1,315000,0,Medium,618,6,51,4,0.053,0,1
QMF00470,45,Female,392000,Salaried,Post-Graduate,Single,Tier-1,51000,1,Low,702,45,89,1,0.303,1,1
QMF00471,33,Male,312000,Salaried,Graduate,Married,Tier-3,13000,2,Low,701,71,30,3,0.189,0,0
QMF00472,56,Male,209000,Salaried,Graduate,Married,Tier-1,53000,0,High,771,5,25,5,0.106,1,1
QMF00473,54,Male,352000,Self-Employed,Post-Graduate,Single,Tier-2,167000,0,Low,715,56,68,1,0.401,0,0
QMF00474,54,Male,566000,Salaried,Post-Graduate,Married,Tier-1,60000,0,Medium,719,71,63,4,0.13,0,0
QMF00475,64,Female,214000,Self-Employed,Graduate,Married,Tier-1,49000,1,Medium,579,32,19,1,0.351,0,1
QMF00476,58,Female,214000,Salaried,Post-Graduate,Married,Tier-2,31000,3,Medium,615,49,3,9,0.322,0,0
QMF00477,33,Male,201000,Salaried,High School,Married,Tier-1,103000,0,Medium,586,13,51,2,0.619,1,0
